Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date14,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
35970,2890128,35970,2023089.6,35970,1560669.12,35970,3179140.8,35970,3554857.44,35970,2745621.6,35970,1907484.48,35970,2572213.92,35970,2312102.4,35970,3468153.6,35970,3525956.16,35970,3236943.36,35970,1445064,35970,3543296.928,35970,3410351.04,35970,3256294,35970,3294745.92,35970,3531736.416,35970,3612660,35970,3583758.72,35970,1734076.8,35970,4335192,35970,2080892.16,35970,3657456.984,35970,3641561.28,35970,1589570.4,35970,3598209.36,35970,3656011.92,35970,2947930.56,35970,2167596,35970,3352548.48,35970,2601115.2
35971.25,2914439.75,35971.25,2040107.825,35971.25,1573797.465,35971.25,3205883.725,35971.25,3584760.893,35971.25,2768717.763,35971.25,1923530.235,35971.25,2593851.378,35971.25,2331551.8,35971.25,3497327.7,35971.25,3555616.495,35971.25,3264172.52,35971.25,1457219.875,35971.25,3573103.134,35971.25,3439038.905,35971.25,3285571.5,35971.25,3322461.315,35971.25,3561445.375,35971.25,3643049.688,35971.25,3613905.29,35971.25,1748663.85,35971.25,4371659.625,35971.25,2098396.62,35971.25,3688223.504,35971.25,3672194.085,35971.25,1602941.863,35971.25,3628477.489,35971.25,3686766.284,35971.25,2972728.545,35971.25,2185829.813,35971.25,3380750.11,35971.25,2622995.775
35972.8125,2944829.25,35972.8125,2061380.475,35972.8125,1590207.795,35972.8125,3239312.175,35972.8125,3622139.978,35972.8125,2797587.788,35972.8125,1943587.305,35972.8125,2620898.033,35972.8125,2355863.4,35972.8125,3533795.1,35972.8125,3592691.685,35972.8125,3298208.76,35972.8125,1472414.625,35972.8125,3610360.661,35972.8125,3474898.515,35972.8125,3322127.5,35972.8125,3357105.345,35972.8125,3598581.344,35972.8125,3681036.563,35972.8125,3651588.27,35972.8125,1766897.55,35972.8125,4417243.875,35972.8125,2120277.06,35972.8125,3726681.416,35972.8125,3710484.855,35972.8125,1619656.088,35972.8125,3666312.416,35972.8125,3725209.001,35972.8125,3003725.835,35972.8125,2208621.938,35972.8125,3416001.93,35972.8125,2650346.325
35974.76563,2982816,35974.76563,2087971.2,35974.76563,1610720.64,35974.76563,3281097.6,35974.76563,3668863.68,35974.76563,2833675.2,35974.76563,1968658.56,35974.76563,2654706.24,35974.76563,2386252.8,35974.76563,3579379.2,35974.76563,3639035.52,35974.76563,3340753.92,35974.76563,1491408,35974.76563,3656932.416,35974.76563,3519722.88,35974.76563,3367742.5,35974.76563,3400410.24,35974.76563,3645001.152,35974.76563,3728520,35974.76563,3698691.84,35974.76563,1789689.6,35974.76563,4474224,35974.76563,2147627.52,35974.76563,3774753.648,35974.76563,3758348.16,35974.76563,1640548.8,35974.76563,3713605.92,35974.76563,3773262.24,35974.76563,3042472.32,35974.76563,2237112,35974.76563,3460066.56,35974.76563,2684534.4
35977,3026273.25,35977,2118391.275,35977,1634187.555,35977,3328900.575,35977,3722316.098,35977,2874959.588,35977,1997340.345,35977,2693383.193,35977,2421018.6,35977,3631527.9,35977,3692053.365,35977,3389426.04,35977,1513136.625,35977,3710211.005,35977,3571002.435,35977,3419819.5,35977,3449951.505,35977,3698105.912,35977,3782841.563,35977,3752578.83,35977,1815763.95,35977,4539409.875,35977,2178916.74,35977,3829748.798,35977,3813104.295,35977,1664450.288,35977,3767710.196,35977,3828235.661,35977,3086798.715,35977,2269704.938,35977,3510476.97,35977,2723645.925
35979.79297,3079708,35979.79297,2155795.6,35979.79297,1663042.32,35979.79297,3387678.8,35979.79297,3788040.84,35979.79297,2925722.6,35979.79297,2032607.28,35979.79297,2740940.12,35979.79297,2463766.4,35979.79297,3695649.6,35979.79297,3757243.76,35979.79297,3449272.96,35979.79297,1539854,35979.79297,3775722.008,35979.79297,3634055.44,35979.79297,3482633.75,35979.79297,3510867.12,35979.79297,3763403.176,35979.79297,3849635,35979.79297,3818837.92,35979.79297,1847824.8,35979.79297,4619562,35979.79297,2217389.76,35979.79297,3897370.474,35979.79297,3880432.08,35979.79297,1693839.4,35979.79297,3834236.46,35979.79297,3895830.62,35979.79297,3141302.16,35979.79297,2309781,35979.79297,3572461.28,35979.79297,2771737.2
35983.28418,3146501.5,35983.28418,2202551.05,35983.28418,1699110.81,35983.28418,3461151.65,35983.28418,3870196.845,35983.28418,2989176.425,35983.28418,2076690.99,35983.28418,2800386.335,35983.28418,2517201.2,35983.28418,3775801.8,35983.28418,3838731.83,35983.28418,3524081.68,35983.28418,1573250.75,35983.28418,3857610.839,35983.28418,3712871.77,35983.28418,3560991.5,35983.28418,3587011.71,35983.28418,3845024.833,35983.28418,3933126.875,35983.28418,3901661.86,35983.28418,1887900.9,35983.28418,4719752.25,35983.28418,2265481.08,35983.28418,3981897.648,35983.28418,3964591.89,35983.28418,1730575.825,35983.28418,3917394.368,35983.28418,3980324.398,35983.28418,3209431.53,35983.28418,2359876.125,35983.28418,3649941.74,35983.28418,2831851.35
35987.64209,3229876.5,35987.64209,2260913.55,35987.64209,1744133.31,35987.64209,3552864.15,35987.64209,3972748.095,35987.64209,3068382.675,35987.64209,2131718.49,35987.64209,2874590.085,35987.64209,2583901.2,35987.64209,3875851.8,35987.64209,3940449.33,35987.64209,3617461.68,35987.64209,1614938.25,35987.64209,3959828.589,35987.64209,3811254.27,35987.64209,3658532,35987.64209,3682059.21,35987.64209,3946909.083,35987.64209,4037345.625,35987.64209,4005046.86,35987.64209,1937925.9,35987.64209,4844814.75,35987.64209,2325511.08,35987.64209,4087408.711,35987.64209,4069644.39,35987.64209,1776432.075,35987.64209,4021196.243,35987.64209,4085793.773,35987.64209,3294474.03,35987.64209,2422407.375,35987.64209,3746656.74,35987.64209,2906888.85
35992,3313251.75,35992,2319276.225,35992,1789155.945,35992,3644576.925,35992,4075299.653,35992,3147589.163,35992,2186746.155,35992,2948794.058,35992,2650601.4,35992,3975902.1,35992,4042167.135,35992,3710841.96,35992,1656625.875,35992,4062046.646,35992,3909637.065,35992,3755820,35992,3777106.995,35992,4048793.639,35992,4141564.688,35992,4108432.17,35992,1987951.05,35992,4969877.625,35992,2385541.26,35992,4192920.09,35992,4174697.205,35992,1822288.463,35992,4124998.429,35992,4191263.464,35992,3379516.785,35992,2484938.813,35992,3843372.03,35992,2981926.575
35997.44739,3431772.75,35997.44739,2402240.925,35997.44739,1853157.285,35997.44739,3774950.025,35997.44739,4221080.483,35997.44739,3260184.113,35997.44739,2264970.015,35997.44739,3054277.748,35997.44739,2745418.2,35997.44739,4118127.3,35997.44739,4186762.755,35997.44739,3843585.48,35997.44739,1715886.375,35997.44739,4207353.392,35997.44739,4049491.845,35997.44739,3899988,35997.44739,3912220.935,35997.44739,4193626.301,35997.44739,4289715.938,35997.44739,4255398.21,35997.44739,2059063.65,35997.44739,5147659.125,35997.44739,2470876.38,35997.44739,4342908.415,35997.44739,4324033.665,35997.44739,1887475.013,35997.44739,4272557.074,35997.44739,4341192.529,35997.44739,3500408.205,35997.44739,2573829.563,35997.44739,3980856.39,35997.44739,3088595.475
36002.72369,3546571.75,36002.72369,2482600.225,36002.72369,1915148.745,36002.72369,3901228.925,36002.72369,4362283.253,36002.72369,3369243.163,36002.72369,2340737.355,36002.72369,3156448.858,36002.72369,2837257.4,36002.72369,4255886.1,36002.72369,4326817.535,36002.72369,3972160.36,36002.72369,1773285.875,36002.72369,4348096.966,36002.72369,4184954.665,36002.72369,4039027.75,36002.72369,4043091.795,36002.72369,4333910.679,36002.72369,4433214.688,36002.72369,4397748.97,36002.72369,2127943.05,36002.72369,5319857.625,36002.72369,2553531.66,36002.72369,4488186.55,36002.72369,4468680.405,36002.72369,1950614.463,36002.72369,4415481.829,36002.72369,4486413.264,36002.72369,3617503.185,36002.72369,2659928.813,36002.72369,4114023.23,36002.72369,3191914.575
36008,3661370.5,36008,2562959.35,36008,1977140.07,36008,4027507.55,36008,4503485.715,36008,3478301.975,36008,2416504.53,36008,3258619.745,36008,2929096.4,36008,4393644.6,36008,4466872.01,36008,4100734.96,36008,1830685.25,36008,4488840.233,36008,4320417.19,36008,4177491.5,36008,4173962.37,36008,4474194.751,36008,4576713.125,36008,4540099.42,36008,2196822.3,36008,5492055.75,36008,2636186.76,36008,4633464.368,36008,4613326.83,36008,2013753.775,36008,4558406.273,36008,4631633.683,36008,3734597.91,36008,2746027.875,36008,4247189.78,36008,3295233.45
36014.5954,3792062.25,36014.5954,2654443.575,36014.5954,2047713.615,36014.5954,4171268.475,36014.5954,4664236.568,36014.5954,3602459.138,36014.5954,2502761.085,36014.5954,3374935.403,36014.5954,3033649.8,36014.5954,4550474.7,36014.5954,4626315.945,36014.5954,4247109.72,36014.5954,1896031.125,36014.5954,4649068.319,36014.5954,4474633.455,36014.5954,4342819,36014.5954,4322950.965,36014.5954,4633900.07,36014.5954,4740077.813,36014.5954,4702157.19,36014.5954,2275237.35,36014.5954,5688093.375,36014.5954,2730284.82,36014.5954,4798854.777,36014.5954,4777998.435,36014.5954,2085634.238,36014.5954,4721117.501,36014.5954,4796958.746,36014.5954,3867903.495,36014.5954,2844046.688,36014.5954,4398792.21,36014.5954,3412856.025
36021.52054,3929288.5,36021.52054,2750501.95,36021.52054,2121815.79,36021.52054,4322217.35,36021.52054,4833024.855,36021.52054,3732824.075,36021.52054,2593330.41,36021.52054,3497066.765,36021.52054,3143430.8,36021.52054,4715146.2,36021.52054,4793731.97,36021.52054,4400803.12,36021.52054,1964644.25,36021.52054,4817307.701,36021.52054,4636560.43,36021.52054,4515526.5,36021.52054,4479388.89,36021.52054,4801590.547,36021.52054,4911610.625,36021.52054,4872317.74,36021.52054,2357573.1,36021.52054,5893932.75,36021.52054,2829087.72,36021.52054,4972514.597,36021.52054,4950903.51,36021.52054,2161108.675,36021.52054,4891964.183,36021.52054,4970549.953,36021.52054,4007874.27,36021.52054,2946966.375,36021.52054,4557974.66,36021.52054,3536359.65
36029.26025,4082656.25,36029.26025,2857859.375,36029.26025,2204634.375,36029.26025,4490921.875,36029.26025,5021667.188,36029.26025,3878523.438,36029.26025,2694553.125,36029.26025,3633564.063,36029.26025,3266125,36029.26025,4899187.5,36029.26025,4980840.625,36029.26025,4572575,36029.26025,2041328.125,36029.26025,5005336.563,36029.26025,4817534.375,36029.26025,4707374,36029.26025,4654228.125,36029.26025,4989005.938,36029.26025,5103320.313,36029.26025,5062493.75,36029.26025,2449593.75,36029.26025,6123984.375,36029.26025,2939512.5,36029.26025,5166601.484,36029.26025,5144146.875,36029.26025,2245460.938,36029.26025,5082907.031,36029.26025,5164560.156,36029.26025,4164309.375,36029.26025,3061992.188,36029.26025,4735881.25,36029.26025,3674390.625
36037,4236024,36037,2965216.8,36037,2287452.96,36037,4659626.4,36037,5210309.52,36037,4024222.8,36037,2795775.84,36037,3770061.36,36037,3388819.2,36037,5083228.8,36037,5167949.28,36037,4744346.88,36037,2118012,36037,5193365.424,36037,4998508.32,36037,4897954,36037,4829067.36,36037,5176421.328,36037,5295030,36037,5252669.76,36037,2541614.4,36037,6354036,36037,3049937.28,36037,5360688.372,36037,5337390.24,36037,2329813.2,36037,5273849.88,36037,5358570.36,36037,4320744.48,36037,3177018,36037,4913787.84,36037,3812421.6
36038,4254938.5,36038,2978456.95,36038,2297666.79,36038,4680432.35,36038,5233574.355,36038,4042191.575,36038,2808259.41,36038,3786895.265,36038,3403950.8,36038,5105926.2,36038,5191024.97,36038,4765531.12,36038,2127469.25,36038,5216554.601,36038,5020827.43,36038,4921111,36038,4850629.89,36038,5199534.847,36038,5318673.125,36038,5276123.74,36038,2552963.1,36038,6382407.75,36038,3063555.72,36038,5384624.672,36038,5361222.51,36038,2340216.175,36038,5297398.433,36038,5382497.203,36038,4340037.27,36038,3191203.875,36038,4935728.66,36038,3829444.65
36039,4274971,36039,2992479.7,36039,2308484.34,36039,4702468.1,36039,5258214.33,36039,4061222.45,36039,2821480.86,36039,3804724.19,36039,3419976.8,36039,5129965.2,36039,5215464.62,36039,4787967.52,36039,2137485.5,36039,5241114.446,36039,5044465.78,36039,4945819.5,36039,4873466.94,36039,5224014.562,36039,5343713.75,36039,5300964.04,36039,2564982.6,36039,6412456.5,36039,3077979.12,36039,5409975.801,36039,5386463.46,36039,2351234.05,36039,5322338.895,36039,5407838.315,36039,4360470.42,36039,3206228.25,36039,4958966.36,36039,3847473.9
36040.25,4300329.5,36040.25,3010230.65,36040.25,2322177.93,36040.25,4730362.45,36040.25,5289405.285,36040.25,4085313.025,36040.25,2838217.47,36040.25,3827293.255,36040.25,3440263.6,36040.25,5160395.4,36040.25,5246401.99,36040.25,4816369.04,36040.25,2150164.75,36040.25,5272203.967,36040.25,5074388.81,36040.25,4977691,36040.25,4902375.63,36040.25,5255002.649,36040.25,5375411.875,36040.25,5332408.58,36040.25,2580197.7,36040.25,6450494.25,36040.25,3096237.24,36040.25,5442066.982,36040.25,5418415.17,36040.25,2365181.225,36040.25,5353910.228,36040.25,5439916.818,36040.25,4386336.09,36040.25,3225247.125,36040.25,4988382.22,36040.25,3870296.55
36041.8125,4332027.5,36041.8125,3032419.25,36041.8125,2339294.85,36041.8125,4765230.25,36041.8125,5328393.825,36041.8125,4115426.125,36041.8125,2859138.15,36041.8125,3855504.475,36041.8125,3465622,36041.8125,5198433,36041.8125,5285073.55,36041.8125,4851870.8,36041.8125,2166013.75,36041.8125,5311065.715,36041.8125,5111792.45,36041.8125,5017463,36041.8125,4938511.35,36041.8125,5293737.605,36041.8125,5415034.375,36041.8125,5371714.1,36041.8125,2599216.5,36041.8125,6498041.25,36041.8125,3119059.8,36041.8125,5482180.801,36041.8125,5458354.65,36041.8125,2382615.125,36041.8125,5393374.238,36041.8125,5480014.788,36041.8125,4418668.05,36041.8125,3249020.625,36041.8125,5025151.9,36041.8125,3898824.75
36043.76563,4371650,36043.76563,3060155,36043.76563,2360691,36043.76563,4808815,36043.76563,5377129.5,36043.76563,4153067.5,36043.76563,2885289,36043.76563,3890768.5,36043.76563,3497320,36043.76563,5245980,36043.76563,5333413,36043.76563,4896248,36043.76563,2185825,36043.76563,5359642.9,36043.76563,5158547,36043.76563,5067084.5,36043.76563,4983681,36043.76563,5342156.3,36043.76563,5464562.5,36043.76563,5420846,36043.76563,2622990,36043.76563,6557475,36043.76563,3147588,36043.76563,5532323.075,36043.76563,5508279,36043.76563,2404407.5,36043.76563,5442704.25,36043.76563,5530137.25,36043.76563,4459083,36043.76563,3278737.5,36043.76563,5071114,36043.76563,3934485
36046.20703,4421178,36046.20703,3094824.6,36046.20703,2387436.12,36046.20703,4863295.8,36046.20703,5438048.94,36046.20703,4200119.1,36046.20703,2917977.48,36046.20703,3934848.42,36046.20703,3536942.4,36046.20703,5305413.6,36046.20703,5393837.16,36046.20703,4951719.36,36046.20703,2210589,36046.20703,5420364.228,36046.20703,5216990.04,36046.20703,5128956.5,36046.20703,5040142.92,36046.20703,5402679.516,36046.20703,5526472.5,36046.20703,5482260.72,36046.20703,2652706.8,36046.20703,6631767,36046.20703,3183248.16,36046.20703,5595000.759,36046.20703,5570684.28,36046.20703,2431647.9,36046.20703,5504366.61,36046.20703,5592790.17,36046.20703,4509601.56,36046.20703,3315883.5,36046.20703,5128566.48,36046.20703,3979060.2
36049.25879,4483088,36049.25879,3138161.6,36049.25879,2420867.52,36049.25879,4931396.8,36049.25879,5514198.24,36049.25879,4258933.6,36049.25879,2958838.08,36049.25879,3989948.32,36049.25879,3586470.4,36049.25879,5379705.6,36049.25879,5469367.36,36049.25879,5021058.56,36049.25879,2241544,36049.25879,5496265.888,36049.25879,5290043.84,36049.25879,5206059,36049.25879,5110720.32,36049.25879,5478333.536,36049.25879,5603860,36049.25879,5559029.12,36049.25879,2689852.8,36049.25879,6724632,36049.25879,3227823.36,36049.25879,5673347.864,36049.25879,5648690.88,36049.25879,2465698.4,36049.25879,5581444.56,36049.25879,5671106.32,36049.25879,4572749.76,36049.25879,3362316,36049.25879,5200382.08,36049.25879,4034779.2
36052.62939,4551466.5,36052.62939,3186026.55,36052.62939,2457791.91,36052.62939,5006613.15,36052.62939,5598303.795,36052.62939,4323893.175,36052.62939,3003967.89,36052.62939,4050805.185,36052.62939,3641173.2,36052.62939,5461759.8,36052.62939,5552789.13,36052.62939,5097642.48,36052.62939,2275733.25,36052.62939,5580097.929,36052.62939,5370730.47,36052.62939,5290931.5,36052.62939,5188671.81,36052.62939,5561892.063,36052.62939,5689333.125,36052.62939,5643818.46,36052.62939,2730879.9,36052.62939,6827199.75,36052.62939,3277055.88,36052.62939,5759880.856,36052.62939,5734847.79,36052.62939,2503306.575,36052.62939,5666575.793,36052.62939,5757605.123,36052.62939,4642495.83,36052.62939,3413599.875,36052.62939,5279701.14,36052.62939,4096319.85
36056,4619844.5,36056,3233891.15,36056,2494716.03,36056,5081828.95,36056,5682408.735,36056,4388852.275,36056,3049097.37,36056,4111661.605,36056,3695875.6,36056,5543813.4,36056,5636210.29,36056,5174225.84,36056,2309922.25,36056,5663929.357,36056,5451416.51,36056,5375513.5,36056,5266622.73,36056,5645449.979,36056,5774805.625,36056,5728607.18,36056,2771906.7,36056,6929766.75,36056,3326288.04,36056,5846413.215,36056,5821004.07,36056,2540914.475,36056,5751706.403,36056,5844103.293,36056,4712241.39,36056,3464883.375,36056,5359019.62,36056,4157860.05
36060.21326,4708140,36060.21326,3295698,36060.21326,2542395.6,36060.21326,5178954,36060.21326,5791012.2,36060.21326,4472733,36060.21326,3107372.4,36060.21326,4190244.6,36060.21326,3766512,36060.21326,5649768,36060.21326,5743930.8,36060.21326,5273116.8,36060.21326,2354070,36060.21326,5772179.64,36060.21326,5555605.2,36060.21326,5483385,36060.21326,5367279.6,36060.21326,5753347.08,36060.21326,5885175,36060.21326,5838093.6,36060.21326,2824884,36060.21326,7062210,36060.21326,3389860.8,36060.21326,5958151.17,36060.21326,5932256.4,36060.21326,2589477,36060.21326,5861634.3,36060.21326,5955797.1,36060.21326,4802302.8,36060.21326,3531105,36060.21326,5461442.4,36060.21326,4237326
36063.10663,4768775.5,36063.10663,3338142.85,36063.10663,2575138.77,36063.10663,5245653.05,36063.10663,5865593.865,36063.10663,4530336.725,36063.10663,3147391.83,36063.10663,4244210.195,36063.10663,3815020.4,36063.10663,5722530.6,36063.10663,5817906.11,36063.10663,5341028.56,36063.10663,2384387.75,36063.10663,5846518.763,36063.10663,5627155.09,36063.10663,5557293.5,36063.10663,5436404.07,36063.10663,5827443.661,36063.10663,5960969.375,36063.10663,5913281.62,36063.10663,2861265.3,36063.10663,7153163.25,36063.10663,3433518.36,36063.10663,6034885.395,36063.10663,6008657.13,36063.10663,2622826.525,36063.10663,5937125.498,36063.10663,6032501.008,36063.10663,4864151.01,36063.10663,3576581.625,36063.10663,5531779.58,36063.10663,4291897.95
36066,4829410.5,36066,3380587.35,36066,2607881.67,36066,5312351.55,36066,5940174.915,36066,4587939.975,36066,3187410.93,36066,4298175.345,36066,3863528.4,36066,5795292.6,36066,5891880.81,36066,5408939.76,36066,2414705.25,36066,5920857.273,36066,5698704.39,36066,5631026.5,36066,5505527.97,36066,5901539.631,36066,6036763.125,36066,5988469.02,36066,2897646.3,36066,7244115.75,36066,3477175.56,36066,6111618.988,36066,6085057.23,36066,2656175.775,36066,6012616.073,36066,6109204.283,36066,4925998.71,36066,3622057.875,36066,5602116.18,36066,4346469.45
36069,4892704,36069,3424892.8,36069,2642060.16,36069,5381974.4,36069,6018025.92,36069,4648068.8,36069,3229184.64,36069,4354506.56,36069,3914163.2,36069,5871244.8,36069,5969098.88,36069,5479828.48,36069,2446352,36069,5998455.104,36069,5773390.72,36069,5707081,36069,5577682.56,36069,5978884.288,36069,6115880,36069,6066952.96,36069,2935622.4,36069,7339056,36069,3522746.88,36069,6191716.912,36069,6164807.04,36069,2690987.2,36069,6091416.48,36069,6189270.56,36069,4990558.08,36069,3669528,36069,5675536.64,36069,4403433.6
